"query","slug","volume","difficulty","intent","cluster","pillar_slug","notes","status"
"repeatable process for guest teaser captions in podcast repurposing","repeatable-process-for-guest-teaser-captions-in-podcast-repurposing","260","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for roundtable clip subtitles in podcast repurposing","repeatable-process-for-roundtable-clip-subtitles-in-podcast-repurposing","255","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for panel discussion repurposing in podcast repurposing","repeatable-process-for-panel-discussion-repurposing-in-podcast-repurposing","250","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for webinar cutdown captions in podcast repurposing","repeatable-process-for-webinar-cutdown-captions-in-podcast-repurposing","245","19","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for founder podcast subtitles in podcast repurposing","repeatable-process-for-founder-podcast-subtitles-in-podcast-repurposing","240","20","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for long answer editing in podcast repurposing","repeatable-process-for-long-answer-editing-in-podcast-repurposing","235","21","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for audio first social captions in podcast repurposing","repeatable-process-for-audio-first-social-captions-in-podcast-repurposing","230","22","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for quote led caption edits in podcast repurposing","repeatable-process-for-quote-led-caption-edits-in-podcast-repurposing","225","23","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for subtitle presets in podcast repurposing","repeatable-process-for-subtitle-presets-in-podcast-repurposing","220","24","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for caption exports in podcast repurposing","repeatable-process-for-caption-exports-in-podcast-repurposing","215","25","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for youtube shorts repurposing in podcast repurposing","repeatable-process-for-youtube-shorts-repurposing-in-podcast-repurposing","210","8","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for mute friendly podcast clips in podcast repurposing","repeatable-process-for-mute-friendly-podcast-clips-in-podcast-repurposing","205","9","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for livestream interview subtitles in podcast repurposing","repeatable-process-for-livestream-interview-subtitles-in-podcast-repurposing","200","10","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for social podcast highlights in podcast repurposing","repeatable-process-for-social-podcast-highlights-in-podcast-repurposing","195","11","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for remote interview captions in podcast repurposing","repeatable-process-for-remote-interview-captions-in-podcast-repurposing","190","12","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for trailer clip captions in podcast repurposing","repeatable-process-for-trailer-clip-captions-in-podcast-repurposing","185","13","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for guest announcement subtitles in podcast repurposing","repeatable-process-for-guest-announcement-subtitles-in-podcast-repurposing","180","14","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for episode highlight pacing in podcast repurposing","repeatable-process-for-episode-highlight-pacing-in-podcast-repurposing","175","15","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for clip review handoff in podcast repurposing","repeatable-process-for-clip-review-handoff-in-podcast-repurposing","170","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"repeatable process for subtitle polish for interviews in podcast repurposing","repeatable-process-for-subtitle-polish-for-interviews-in-podcast-repurposing","165","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"transcript cleanup without losing the speaker voice","transcript-cleanup-without-losing-the-speaker-voice","160","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle pacing without losing the speaker voice","subtitle-pacing-without-losing-the-speaker-voice","155","19","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption readability without losing the speaker voice","caption-readability-without-losing-the-speaker-voice","150","20","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"hook selection without losing the speaker voice","hook-selection-without-losing-the-speaker-voice","145","21","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip approvals without losing the speaker voice","clip-approvals-without-losing-the-speaker-voice","140","22","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest teaser captions without losing the speaker voice","guest-teaser-captions-without-losing-the-speaker-voice","135","23","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"roundtable clip subtitles without losing the speaker voice","roundtable-clip-subtitles-without-losing-the-speaker-voice","130","24","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"panel discussion repurposing without losing the speaker voice","panel-discussion-repurposing-without-losing-the-speaker-voice","125","25","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"webinar cutdown captions without losing the speaker voice","webinar-cutdown-captions-without-losing-the-speaker-voice","120","8","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"founder podcast subtitles without losing the speaker voice","founder-podcast-subtitles-without-losing-the-speaker-voice","115","9","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"long answer editing without losing the speaker voice","long-answer-editing-without-losing-the-speaker-voice","110","10","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"audio first social captions without losing the speaker voice","audio-first-social-captions-without-losing-the-speaker-voice","105","11","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"quote led caption edits without losing the speaker voice","quote-led-caption-edits-without-losing-the-speaker-voice","100","12","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle presets without losing the speaker voice","subtitle-presets-without-losing-the-speaker-voice","95","13","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption exports without losing the speaker voice","caption-exports-without-losing-the-speaker-voice","90","14","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"youtube shorts repurposing without losing the speaker voice","youtube-shorts-repurposing-without-losing-the-speaker-voice","85","15","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"mute friendly podcast clips without losing the speaker voice","mute-friendly-podcast-clips-without-losing-the-speaker-voice","80","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"livestream interview subtitles without losing the speaker voice","livestream-interview-subtitles-without-losing-the-speaker-voice","75","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"social podcast highlights without losing the speaker voice","social-podcast-highlights-without-losing-the-speaker-voice","70","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"remote interview captions without losing the speaker voice","remote-interview-captions-without-losing-the-speaker-voice","65","19","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"trailer clip captions without losing the speaker voice","trailer-clip-captions-without-losing-the-speaker-voice","260","20","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest announcement subtitles without losing the speaker voice","guest-announcement-subtitles-without-losing-the-speaker-voice","255","21","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"episode highlight pacing without losing the speaker voice","episode-highlight-pacing-without-losing-the-speaker-voice","250","22","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip review handoff without losing the speaker voice","clip-review-handoff-without-losing-the-speaker-voice","245","23","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle polish for interviews without losing the speaker voice","subtitle-polish-for-interviews-without-losing-the-speaker-voice","240","24","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"transcript cleanup for social first podcast highlights","transcript-cleanup-for-social-first-podcast-highlights","235","25","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle pacing for social first podcast highlights","subtitle-pacing-for-social-first-podcast-highlights","230","8","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption readability for social first podcast highlights","caption-readability-for-social-first-podcast-highlights","225","9","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"hook selection for social first podcast highlights","hook-selection-for-social-first-podcast-highlights","220","10","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip approvals for social first podcast highlights","clip-approvals-for-social-first-podcast-highlights","215","11","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest teaser captions for social first podcast highlights","guest-teaser-captions-for-social-first-podcast-highlights","210","12","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"roundtable clip subtitles for social first podcast highlights","roundtable-clip-subtitles-for-social-first-podcast-highlights","205","13","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"panel discussion repurposing for social first podcast highlights","panel-discussion-repurposing-for-social-first-podcast-highlights","200","14","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"webinar cutdown captions for social first podcast highlights","webinar-cutdown-captions-for-social-first-podcast-highlights","195","15","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"founder podcast subtitles for social first podcast highlights","founder-podcast-subtitles-for-social-first-podcast-highlights","190","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"long answer editing for social first podcast highlights","long-answer-editing-for-social-first-podcast-highlights","185","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"audio first social captions for social first podcast highlights","audio-first-social-captions-for-social-first-podcast-highlights","180","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"quote led caption edits for social first podcast highlights","quote-led-caption-edits-for-social-first-podcast-highlights","175","19","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle presets for social first podcast highlights","subtitle-presets-for-social-first-podcast-highlights","170","20","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption exports for social first podcast highlights","caption-exports-for-social-first-podcast-highlights","165","21","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"youtube shorts repurposing for social first podcast highlights","youtube-shorts-repurposing-for-social-first-podcast-highlights","160","22","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"mute friendly podcast clips for social first podcast highlights","mute-friendly-podcast-clips-for-social-first-podcast-highlights","155","23","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"livestream interview subtitles for social first podcast highlights","livestream-interview-subtitles-for-social-first-podcast-highlights","150","24","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"social podcast highlights for social first podcast highlights","social-podcast-highlights-for-social-first-podcast-highlights","145","25","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"remote interview captions for social first podcast highlights","remote-interview-captions-for-social-first-podcast-highlights","140","8","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"trailer clip captions for social first podcast highlights","trailer-clip-captions-for-social-first-podcast-highlights","135","9","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest announcement subtitles for social first podcast highlights","guest-announcement-subtitles-for-social-first-podcast-highlights","130","10","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"episode highlight pacing for social first podcast highlights","episode-highlight-pacing-for-social-first-podcast-highlights","125","11","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip review handoff for social first podcast highlights","clip-review-handoff-for-social-first-podcast-highlights","120","12","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle polish for interviews for social first podcast highlights","subtitle-polish-for-interviews-for-social-first-podcast-highlights","115","13","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"transcript cleanup in guest interview clips","transcript-cleanup-in-guest-interview-clips","110","14","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle pacing in guest interview clips","subtitle-pacing-in-guest-interview-clips","105","15","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption readability in guest interview clips","caption-readability-in-guest-interview-clips","100","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"hook selection in guest interview clips","hook-selection-in-guest-interview-clips","95","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip approvals in guest interview clips","clip-approvals-in-guest-interview-clips","90","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest teaser captions in guest interview clips","guest-teaser-captions-in-guest-interview-clips","85","19","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"roundtable clip subtitles in guest interview clips","roundtable-clip-subtitles-in-guest-interview-clips","80","20","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"panel discussion repurposing in guest interview clips","panel-discussion-repurposing-in-guest-interview-clips","75","21","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"webinar cutdown captions in guest interview clips","webinar-cutdown-captions-in-guest-interview-clips","70","22","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"founder podcast subtitles in guest interview clips","founder-podcast-subtitles-in-guest-interview-clips","65","23","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"long answer editing in guest interview clips","long-answer-editing-in-guest-interview-clips","260","24","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"audio first social captions in guest interview clips","audio-first-social-captions-in-guest-interview-clips","255","25","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"quote led caption edits in guest interview clips","quote-led-caption-edits-in-guest-interview-clips","250","8","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle presets in guest interview clips","subtitle-presets-in-guest-interview-clips","245","9","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption exports in guest interview clips","caption-exports-in-guest-interview-clips","240","10","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"youtube shorts repurposing in guest interview clips","youtube-shorts-repurposing-in-guest-interview-clips","235","11","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"mute friendly podcast clips in guest interview clips","mute-friendly-podcast-clips-in-guest-interview-clips","230","12","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"livestream interview subtitles in guest interview clips","livestream-interview-subtitles-in-guest-interview-clips","225","13","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"social podcast highlights in guest interview clips","social-podcast-highlights-in-guest-interview-clips","220","14","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"remote interview captions in guest interview clips","remote-interview-captions-in-guest-interview-clips","215","15","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"trailer clip captions in guest interview clips","trailer-clip-captions-in-guest-interview-clips","210","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest announcement subtitles in guest interview clips","guest-announcement-subtitles-in-guest-interview-clips","205","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"episode highlight pacing in guest interview clips","episode-highlight-pacing-in-guest-interview-clips","200","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip review handoff in guest interview clips","clip-review-handoff-in-guest-interview-clips","195","19","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle polish for interviews in guest interview clips","subtitle-polish-for-interviews-in-guest-interview-clips","190","20","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"transcript cleanup for long form conversations turned into short clips","transcript-cleanup-for-long-form-conversations-turned-into-short-clips","185","21","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle pacing for long form conversations turned into short clips","subtitle-pacing-for-long-form-conversations-turned-into-short-clips","180","22","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption readability for long form conversations turned into short clips","caption-readability-for-long-form-conversations-turned-into-short-clips","175","23","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"hook selection for long form conversations turned into short clips","hook-selection-for-long-form-conversations-turned-into-short-clips","170","24","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip approvals for long form conversations turned into short clips","clip-approvals-for-long-form-conversations-turned-into-short-clips","165","25","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest teaser captions for long form conversations turned into short clips","guest-teaser-captions-for-long-form-conversations-turned-into-short-clips","160","8","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"roundtable clip subtitles for long form conversations turned into short clips","roundtable-clip-subtitles-for-long-form-conversations-turned-into-short-clips","155","9","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"panel discussion repurposing for long form conversations turned into short clips","panel-discussion-repurposing-for-long-form-conversations-turned-into-short-clips","150","10","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"webinar cutdown captions for long form conversations turned into short clips","webinar-cutdown-captions-for-long-form-conversations-turned-into-short-clips","145","11","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"founder podcast subtitles for long form conversations turned into short clips","founder-podcast-subtitles-for-long-form-conversations-turned-into-short-clips","140","12","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"long answer editing for long form conversations turned into short clips","long-answer-editing-for-long-form-conversations-turned-into-short-clips","135","13","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"audio first social captions for long form conversations turned into short clips","audio-first-social-captions-for-long-form-conversations-turned-into-short-clips","130","14","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"quote led caption edits for long form conversations turned into short clips","quote-led-caption-edits-for-long-form-conversations-turned-into-short-clips","125","15","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle presets for long form conversations turned into short clips","subtitle-presets-for-long-form-conversations-turned-into-short-clips","120","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption exports for long form conversations turned into short clips","caption-exports-for-long-form-conversations-turned-into-short-clips","115","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"youtube shorts repurposing for long form conversations turned into short clips","youtube-shorts-repurposing-for-long-form-conversations-turned-into-short-clips","110","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"mute friendly podcast clips for long form conversations turned into short clips","mute-friendly-podcast-clips-for-long-form-conversations-turned-into-short-clips","105","19","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"livestream interview subtitles for long form conversations turned into short clips","livestream-interview-subtitles-for-long-form-conversations-turned-into-short-clips","100","20","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"social podcast highlights for long form conversations turned into short clips","social-podcast-highlights-for-long-form-conversations-turned-into-short-clips","95","21","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"remote interview captions for long form conversations turned into short clips","remote-interview-captions-for-long-form-conversations-turned-into-short-clips","90","22","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"trailer clip captions for long form conversations turned into short clips","trailer-clip-captions-for-long-form-conversations-turned-into-short-clips","85","23","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest announcement subtitles for long form conversations turned into short clips","guest-announcement-subtitles-for-long-form-conversations-turned-into-short-clips","80","24","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"episode highlight pacing for long form conversations turned into short clips","episode-highlight-pacing-for-long-form-conversations-turned-into-short-clips","75","25","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip review handoff for long form conversations turned into short clips","clip-review-handoff-for-long-form-conversations-turned-into-short-clips","70","8","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle polish for interviews for long form conversations turned into short clips","subtitle-polish-for-interviews-for-long-form-conversations-turned-into-short-clips","65","9","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"transcript cleanup checklist for podcast editors","transcript-cleanup-checklist-for-podcast-editors","260","10","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle pacing checklist for podcast editors","subtitle-pacing-checklist-for-podcast-editors","255","11","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption readability checklist for podcast editors","caption-readability-checklist-for-podcast-editors","250","12","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"hook selection checklist for podcast editors","hook-selection-checklist-for-podcast-editors","245","13","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"clip approvals checklist for podcast editors","clip-approvals-checklist-for-podcast-editors","240","14","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"guest teaser captions checklist for podcast editors","guest-teaser-captions-checklist-for-podcast-editors","235","15","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"roundtable clip subtitles checklist for podcast editors","roundtable-clip-subtitles-checklist-for-podcast-editors","230","16","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"panel discussion repurposing checklist for podcast editors","panel-discussion-repurposing-checklist-for-podcast-editors","225","17","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"webinar cutdown captions checklist for podcast editors","webinar-cutdown-captions-checklist-for-podcast-editors","220","18","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"founder podcast subtitles checklist for podcast editors","founder-podcast-subtitles-checklist-for-podcast-editors","215","19","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"long answer editing checklist for podcast editors","long-answer-editing-checklist-for-podcast-editors","210","20","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"audio first social captions checklist for podcast editors","audio-first-social-captions-checklist-for-podcast-editors","205","21","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"quote led caption edits checklist for podcast editors","quote-led-caption-edits-checklist-for-podcast-editors","200","22","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"subtitle presets checklist for podcast editors","subtitle-presets-checklist-for-podcast-editors","195","23","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"caption exports checklist for podcast editors","caption-exports-checklist-for-podcast-editors","190","24","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"youtube shorts repurposing checklist for podcast editors","youtube-shorts-repurposing-checklist-for-podcast-editors","185","25","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"mute friendly podcast clips checklist for podcast editors","mute-friendly-podcast-clips-checklist-for-podcast-editors","180","8","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
"livestream interview subtitles checklist for podcast editors","livestream-interview-subtitles-checklist-for-podcast-editors","175","9","informational","podcast-repurposing","podcast-clips-to-social-captions","Auto-seeded expansion topic for podcast-repurposing.","review"
